fund_id,fund_name,amc_id,category_id,risk_rating_id,benchmark_id,inception_date
10436,Fund 176,3,3,3,1,2022-08-05
10437,Fund 183,1,1,4,1,1993-03-21
10438,Fund 108,4,3,3,1,1994-02-01
10439,Fund 63,6,4,1,1,1996-06-09
10440,Fund 81,6,1,1,1,2013-02-20
10441,Fund 76,5,1,4,5,2006-02-03
10442,Fund 1,6,1,2,2,1994-08-06
10443,Fund 53,1,5,1,5,2000-02-27
10444,Fund 46,7,2,4,2,2000-06-13
10445,Fund 152,6,1,2,5,2017-11-27
10446,Fund 27,4,6,2,2,2018-04-27
10447,Fund 63,6,5,1,5,2019-01-03
10448,Fund 182,4,1,3,1,2020-01-03
10449,Fund 126,7,4,1,3,2016-01-05
10450,Fund 90,7,4,1,3,2012-07-16
10451,Fund 164,8,5,1,5,1996-11-04
10452,Fund 5,6,4,2,4,2018-06-08
10453,Fund 2,1,1,4,2,1991-02-23
10454,Fund 121,5,6,2,1,2005-07-14
10455,Fund 24,4,5,1,1,1992-05-04
10456,Fund 103,7,4,2,5,1991-05-21
10457,Fund 145,7,5,3,5,2014-04-23
10458,Fund 85,7,6,2,5,2000-01-08
10459,Fund 126,8,6,3,5,1992-09-10
10460,Fund 188,8,6,3,2,2011-01-18
10461,Fund 5,3,1,2,1,1998-06-16
10462,Fund 35,4,2,4,5,2001-12-23
10463,Fund 179,2,6,1,5,2006-07-12
10464,Fund 183,8,3,1,1,2014-11-26
10465,Fund 166,1,5,2,5,2015-01-14
10466,Fund 80,2,3,3,3,1994-07-02
10467,Fund 194,3,3,4,3,1997-10-21
10468,Fund 123,5,2,1,1,2005-09-18
10469,Fund 86,4,6,3,3,2004-01-26
10470,Fund 129,1,1,1,3,1993-02-13
10471,Fund 124,6,3,4,1,1990-08-11
10472,Fund 30,4,3,4,3,2018-07-28
10473,Fund 122,1,1,1,5,2003-07-08
10474,Fund 71,6,3,4,3,1994-04-15
10475,Fund 174,6,6,3,3,1994-02-27
10476,Fund 22,7,2,2,2,2001-03-15
10477,Fund 75,8,4,4,5,1993-07-11
10478,Fund 158,3,6,1,1,2002-10-23
10479,Fund 180,5,2,4,5,1995-04-25
10480,Fund 129,6,4,4,1,1994-06-12
10481,Fund 175,2,2,1,1,2001-02-06
10482,Fund 113,6,5,4,2,1993-12-02
10483,Fund 125,8,4,4,1,2020-09-20
10484,Fund 38,7,1,4,4,1999-02-11
10485,Fund 64,7,6,2,5,2015-11-06
10486,Fund 180,4,3,1,2,2021-03-02
10487,Fund 39,7,5,3,1,2003-09-27
10488,Fund 143,6,4,3,3,2000-01-27
10489,Fund 115,8,2,4,3,1993-11-13
10490,Fund 57,1,4,2,1,1994-01-23
10491,Fund 98,6,3,1,4,2010-01-26
10492,Fund 138,5,6,2,3,2021-09-16
10493,Fund 192,3,5,3,1,2008-06-28
10494,Fund 171,3,3,3,4,2001-07-17
10495,Fund 119,5,5,1,4,2019-09-04
10496,Fund 26,8,3,4,1,1990-01-23
10497,Fund 52,6,2,4,4,2010-06-05
10498,Fund 105,5,5,2,2,1996-05-01
10499,Fund 102,1,2,2,2,2011-02-03
10500,Fund 16,6,3,1,5,1996-05-27
10501,Fund 64,3,5,4,2,1992-03-17
10502,Fund 56,1,1,1,4,2012-02-18
10503,Fund 119,5,2,2,5,2002-11-08
10504,Fund 184,8,3,2,3,2006-08-16
10505,Fund 141,7,1,2,3,1992-07-13
10506,Fund 152,6,3,2,1,2007-08-20
10507,Fund 136,3,4,1,3,1999-07-10
10508,Fund 90,2,6,3,1,2013-11-25
10509,Fund 162,2,4,4,3,1996-08-12
10510,Fund 192,4,2,3,1,2003-09-07
10511,Fund 120,1,1,1,3,2007-03-28
10512,Fund 18,8,4,1,1,2008-11-19
10513,Fund 66,8,1,4,4,2012-12-09
10514,Fund 109,3,2,1,4,1996-05-23
10515,Fund 75,6,4,1,4,2009-01-20
10516,Fund 151,5,2,1,2,1991-10-15
10517,Fund 34,8,5,3,4,2011-10-03
10518,Fund 1,6,2,1,1,2002-08-16
10519,Fund 13,3,6,1,2,2006-02-18
10520,Fund 98,3,4,3,5,2011-06-13
10521,Fund 91,6,4,4,2,2009-12-05
10522,Fund 9,2,1,2,5,2003-11-14
10523,Fund 177,6,3,1,5,1994-03-18
10524,Fund 150,5,1,4,1,2009-09-21
10525,Fund 14,2,2,4,1,2008-03-26
10526,Fund 190,8,5,1,2,2014-03-16
10527,Fund 98,1,3,1,5,2014-05-10
10528,Fund 180,3,1,3,3,2015-02-28
10529,Fund 77,5,1,3,2,2015-12-04
10530,Fund 37,5,6,1,5,2003-07-17
10531,Fund 183,2,3,1,3,1998-01-21
10532,Fund 85,1,6,2,3,2017-01-18
10533,Fund 195,6,4,3,5,1994-03-13
10534,Fund 10,2,5,3,4,2005-11-10
10535,Fund 163,3,1,4,2,2012-12-14
10536,Fund 157,2,4,1,5,2015-05-18
10537,Fund 173,1,2,3,1,2010-05-22
10538,Fund 90,5,1,1,2,1992-09-20
10539,Fund 9,7,6,3,4,2014-08-19
10540,Fund 181,7,5,3,3,2008-12-03
10541,Fund 106,2,5,4,1,2022-05-19
10542,Fund 122,3,1,3,4,2008-08-05
10543,Fund 40,2,6,4,2,2021-10-22
10544,Fund 97,4,2,4,5,2019-10-18
10545,Fund 9,8,4,2,2,1996-03-03
10546,Fund 39,5,3,2,3,2018-04-17
10547,Fund 52,7,3,1,3,2018-03-24
10548,Fund 68,7,1,4,5,1997-06-02
10549,Fund 157,3,4,1,4,2003-05-02
10550,Fund 61,6,5,3,4,1991-01-26
10551,Fund 146,8,1,3,5,2015-09-12
10552,Fund 31,1,3,1,1,1998-09-12
10553,Fund 122,1,3,2,5,1998-03-10
10554,Fund 124,5,1,4,3,2006-04-10
10555,Fund 72,7,1,2,1,2019-02-26
10556,Fund 113,8,4,3,5,2004-04-24
10557,Fund 57,1,6,2,4,1991-10-22
10558,Fund 161,2,4,2,3,2016-09-27
10559,Fund 73,2,2,1,2,2021-04-14
10560,Fund 143,7,2,1,1,1990-10-01
10561,Fund 67,3,6,3,1,1995-04-22
10562,Fund 187,7,2,4,3,2013-06-07
10563,Fund 67,4,4,1,3,2018-10-13
10564,Fund 28,8,3,3,1,2017-08-10
10565,Fund 10,6,5,4,5,1999-07-27
10566,Fund 21,2,5,4,5,1994-03-01
10567,Fund 93,2,1,4,2,2013-10-25
10568,Fund 173,8,1,2,3,1996-06-08
10569,Fund 136,5,3,1,2,2010-09-06
10570,Fund 5,8,1,2,4,1995-04-26
10571,Fund 37,4,1,1,5,1999-07-09
10572,Fund 141,5,5,4,3,2011-06-18
10573,Fund 191,1,1,4,1,1992-06-01
10574,Fund 169,8,4,2,4,2017-04-06
10575,Fund 135,4,6,3,1,2015-06-12
10576,Fund 22,8,2,4,2,2012-07-08
10577,Fund 120,5,6,2,5,1991-06-04
10578,Fund 48,1,5,3,1,2014-05-21
10579,Fund 177,5,6,1,2,2004-04-27
10580,Fund 34,8,6,1,4,2021-09-14
10581,Fund 143,1,2,2,2,2006-07-13
10582,Fund 78,1,5,4,2,2019-07-11
10583,Fund 116,6,2,3,4,2011-10-05
10584,Fund 137,8,4,1,4,1996-01-27
10585,Fund 93,8,2,2,5,2009-02-18
10586,Fund 115,7,4,3,2,1996-05-19
10587,Fund 157,2,4,1,1,2018-08-22
10588,Fund 10,3,2,2,4,2003-11-22
10589,Fund 172,1,2,2,1,2014-10-02
10590,Fund 61,5,4,4,2,2021-11-09
10591,Fund 71,5,4,2,5,1997-10-26
10592,Fund 121,5,6,1,3,2013-10-20
10593,Fund 101,4,4,4,5,1999-04-21
10594,Fund 88,4,3,3,3,2000-10-13
10595,Fund 73,5,2,3,3,2001-06-25
10596,Fund 136,7,1,4,1,1997-01-04
10597,Fund 4,5,6,4,2,2007-09-14
10598,Fund 156,5,6,4,4,2012-08-27
10599,Fund 193,7,6,2,1,2014-05-17
10600,Fund 133,8,4,1,3,2008-12-25
10601,Fund 199,2,6,3,4,2022-08-19
10602,Fund 132,5,3,3,4,2018-10-26
10603,Fund 100,6,2,4,1,1991-11-24
10604,Fund 127,8,1,4,4,2006-07-05
10605,Fund 189,6,1,3,3,1996-07-27
10606,Fund 9,4,3,3,5,2000-07-19
10607,Fund 91,7,3,2,3,2004-07-05
10608,Fund 117,3,1,4,3,2001-09-21
10609,Fund 62,3,5,1,2,2009-04-18
10610,Fund 98,7,1,3,3,1993-02-14
10611,Fund 188,7,6,1,1,2006-10-04
10612,Fund 180,8,5,1,4,2012-11-06
10613,Fund 45,5,3,3,3,2012-11-01
10614,Fund 189,4,1,1,1,2017-09-15
10615,Fund 120,4,1,1,1,2016-04-11
10616,Fund 166,4,6,2,5,1991-12-11
10617,Fund 142,5,3,4,3,1999-05-18
10618,Fund 77,2,1,4,4,2001-11-04
10619,Fund 195,3,5,1,2,2008-05-08
10620,Fund 15,5,1,3,5,2016-08-01
10621,Fund 102,3,1,3,4,2000-12-14
10622,Fund 39,4,5,3,5,2011-11-07
10623,Fund 189,4,2,1,3,2014-08-01
10624,Fund 5,5,6,2,1,1994-11-16
10625,Fund 77,1,6,4,1,2015-11-24
10626,Fund 173,5,4,2,2,2017-03-25
10627,Fund 140,4,1,3,2,1993-07-02
10628,Fund 55,1,5,4,5,2022-10-15
10629,Fund 117,8,2,1,2,2022-03-16
10630,Fund 38,6,3,4,1,2000-12-25
10631,Fund 106,4,4,3,1,2022-08-13
10632,Fund 51,4,5,1,3,1990-03-11
10633,Fund 41,2,3,2,2,2022-09-08
10634,Fund 174,3,3,2,3,2019-10-19
10635,Fund 21,8,4,4,3,2015-08-01
10636,Fund 157,7,2,4,3,2018-11-12
10637,Fund 176,2,6,2,1,2003-08-14
10638,Fund 31,6,3,2,2,1997-04-09
10639,Fund 57,3,5,2,2,1999-11-01
10640,Fund 117,7,1,3,4,2020-09-12
10641,Fund 153,5,2,1,1,2005-03-18
10642,Fund 39,1,1,1,4,1997-10-15
10643,Fund 32,3,1,1,5,2011-01-23
10644,Fund 68,6,2,4,5,2005-08-22
10645,Fund 72,1,5,1,5,1996-01-24
10646,Fund 61,8,5,2,3,2004-09-04
10647,Fund 169,8,3,4,2,2021-09-12
10648,Fund 196,1,5,2,2,2004-07-25
10649,Fund 32,8,4,1,1,1998-12-13
10650,Fund 173,5,1,4,4,2001-04-13
10651,Fund 54,8,5,1,1,2011-07-04
10652,Fund 40,6,2,2,2,1999-06-11
10653,Fund 80,1,3,3,3,2000-10-27
10654,Fund 72,8,6,2,4,2010-02-25
10655,Fund 196,7,5,1,4,2000-05-09
10656,Fund 147,2,6,1,4,1999-02-07
10657,Fund 17,3,4,3,4,1993-06-16
10658,Fund 105,6,1,3,2,1996-11-24
10659,Fund 68,2,2,1,3,2002-12-24
10660,Fund 173,4,2,1,4,2016-07-06
10661,Fund 18,2,3,1,4,2017-05-02
10662,Fund 63,1,1,3,5,2005-06-20
10663,Fund 114,7,3,2,2,1996-09-26
10664,Fund 39,1,3,3,5,1997-09-04
10665,Fund 172,3,4,1,3,2010-07-14
10666,Fund 7,1,5,3,2,2015-08-17
10667,Fund 194,5,5,3,1,2019-05-28
10668,Fund 64,2,3,4,1,1993-03-03
10669,Fund 191,3,2,1,1,2001-09-04
10670,Fund 102,1,6,4,3,2020-02-11
10671,Fund 35,5,5,4,4,2017-07-22
10672,Fund 147,8,4,2,5,2018-02-14
10673,Fund 189,6,2,2,2,2005-02-05
10674,Fund 157,6,4,4,4,1999-05-11
10675,Fund 180,2,1,4,3,2016-08-24
10676,Fund 172,3,5,2,1,2008-11-10
10677,Fund 104,7,3,1,4,2004-10-23
10678,Fund 140,6,6,3,5,2013-04-23
10679,Fund 26,6,5,2,3,2013-11-17
10680,Fund 186,1,5,1,2,1992-02-15
10681,Fund 39,8,2,2,2,1997-07-17
10682,Fund 152,5,4,3,1,2002-06-22
10683,Fund 196,4,5,4,3,2013-02-22
10684,Fund 158,6,1,3,5,1996-04-08
10685,Fund 28,2,3,3,5,1991-06-13
10686,Fund 91,5,1,2,4,1991-01-07
10687,Fund 181,4,2,4,4,2017-01-03
10688,Fund 29,2,1,3,1,1990-11-07
10689,Fund 86,8,5,3,2,1999-09-02
10690,Fund 135,5,2,4,2,2011-02-01
10691,Fund 194,1,5,4,3,2010-12-15
10692,Fund 101,3,4,1,5,2022-03-04
10693,Fund 85,3,1,3,1,2001-03-16
10694,Fund 88,1,5,1,4,1992-10-24
10695,Fund 13,6,2,1,5,2001-04-01
10696,Fund 121,3,5,2,3,2008-05-11
10697,Fund 59,3,4,3,3,1997-08-27
10698,Fund 114,8,4,4,3,2018-06-24
10699,Fund 122,3,3,1,2,2007-09-17
10700,Fund 41,5,4,4,2,2005-10-20
10701,Fund 52,6,5,4,3,1998-11-06
10702,Fund 148,5,5,4,3,2004-12-01
10703,Fund 185,2,2,2,3,1995-08-24
10704,Fund 24,5,2,1,1,1997-07-26
10705,Fund 97,8,5,1,4,1995-09-22
10706,Fund 78,2,5,4,4,2020-09-23
10707,Fund 97,1,4,3,4,2017-03-03
10708,Fund 105,6,1,1,1,2000-10-02
10709,Fund 101,7,4,2,2,2021-04-21
10710,Fund 79,6,6,2,1,2012-01-05
10711,Fund 148,1,6,3,1,2017-04-14
10712,Fund 158,6,6,1,2,2004-11-22
10713,Fund 8,2,2,4,3,1994-01-03
10714,Fund 147,3,1,3,3,2019-05-25
10715,Fund 114,5,4,2,1,2022-07-19
10716,Fund 60,4,6,3,1,2016-02-10
10717,Fund 21,8,5,3,5,1999-02-20
10718,Fund 133,2,5,1,5,1996-09-07
10719,Fund 1,3,4,1,3,2006-01-18
10720,Fund 71,3,3,4,4,2014-09-07
10721,Fund 121,6,3,3,1,1992-07-08
10722,Fund 146,6,2,4,3,2014-09-12
10723,Fund 118,5,6,2,2,2005-12-19
10724,Fund 174,8,4,2,2,2009-03-24
10725,Fund 109,5,2,1,1,1997-03-01
10726,Fund 143,5,4,4,2,1991-02-01
10727,Fund 138,5,5,2,4,2002-04-20
10728,Fund 55,7,4,2,5,2001-08-05
10729,Fund 163,8,5,2,3,1992-05-19
10730,Fund 184,1,4,3,5,2016-06-23
10731,Fund 77,3,6,3,4,2016-05-25
10732,Fund 41,6,4,2,4,1996-06-19
10733,Fund 69,3,2,3,5,2016-02-09
10734,Fund 166,2,6,4,2,1995-11-18
10735,Fund 147,7,2,3,5,2002-05-17
10736,Fund 152,2,3,3,4,2020-02-26
10737,Fund 18,1,1,3,4,2022-09-12
10738,Fund 84,1,4,2,5,2012-03-05
10739,Fund 52,2,6,3,5,2016-11-06
10740,Fund 140,8,3,3,5,2006-04-14
10741,Fund 183,2,6,2,2,2013-05-02
10742,Fund 67,1,3,4,4,2006-02-13
10743,Fund 26,7,2,3,3,2017-06-07
10744,Fund 34,5,3,2,3,2009-01-13
10745,Fund 184,3,1,1,5,2006-05-14
10746,Fund 88,2,3,2,2,2017-06-11
10747,Fund 32,2,6,2,1,2013-09-24
10748,Fund 82,8,3,2,5,2020-03-04
10749,Fund 142,8,1,2,5,1994-03-09
10750,Fund 196,5,4,4,5,2008-05-27
10751,Fund 21,6,2,2,4,1991-11-25
10752,Fund 127,4,5,4,2,1996-05-12
10753,Fund 161,2,3,2,5,1999-04-28
10754,Fund 138,8,6,4,5,1990-10-27
10755,Fund 156,4,2,2,2,2021-10-27
10756,Fund 194,8,6,4,4,2005-08-01
10757,Fund 150,3,3,2,5,2000-01-05
10758,Fund 63,6,2,1,5,1993-11-20
10759,Fund 84,8,5,1,1,1992-06-17
10760,Fund 158,6,2,2,5,1995-07-22
10761,Fund 55,2,3,3,4,1996-03-23
10762,Fund 145,3,3,1,2,1999-08-27
10763,Fund 39,4,4,1,1,2003-04-16
10764,Fund 117,8,5,2,4,1999-10-28
10765,Fund 170,3,3,1,3,2012-03-08
10766,Fund 89,6,5,3,5,2013-05-14
10767,Fund 200,5,5,2,3,2010-12-06
10768,Fund 182,1,1,3,5,2013-11-08
10769,Fund 128,7,4,1,3,1990-05-18
10770,Fund 87,3,2,4,4,1990-11-26
10771,Fund 127,1,3,2,1,2009-12-13
10772,Fund 128,8,2,4,2,2005-06-16
10773,Fund 76,3,2,4,5,2000-02-20
10774,Fund 177,7,5,4,2,2012-02-26
10775,Fund 162,8,5,4,3,2009-10-25
10776,Fund 146,8,4,1,1,1990-07-16
10777,Fund 111,2,4,2,3,2000-02-16
10778,Fund 129,5,1,1,1,2002-12-14
10779,Fund 164,5,6,1,5,2015-01-02
10780,Fund 49,1,3,1,2,2003-01-24
10781,Fund 82,4,1,1,4,1998-07-05
10782,Fund 118,8,3,1,4,2022-09-28
10783,Fund 89,1,6,1,5,2017-11-13
10784,Fund 80,3,4,4,5,1995-08-06
10785,Fund 42,8,6,1,1,2007-04-24
10786,Fund 31,4,4,4,2,2005-08-10
10787,Fund 91,7,3,1,5,2008-11-10
10788,Fund 37,1,6,3,3,2002-09-20
10789,Fund 46,5,4,3,1,2004-04-18
10790,Fund 115,5,4,3,3,2003-10-15
10791,Fund 170,4,6,1,1,2017-08-27
10792,Fund 187,6,1,3,4,2006-10-23
10793,Fund 46,4,5,2,2,1990-06-16
10794,Fund 48,5,3,3,4,2003-02-20
10795,Fund 106,1,6,1,3,2011-03-07
10796,Fund 166,6,3,3,5,2019-07-17
10797,Fund 161,1,3,4,3,2019-01-27
10798,Fund 11,8,1,2,4,2021-02-05
10799,Fund 79,5,1,2,5,2016-06-12
10800,Fund 160,4,6,2,3,2022-07-10
10801,Fund 44,3,1,3,3,2012-02-25
10802,Fund 2,3,5,1,2,2018-08-04
10803,Fund 7,7,3,3,3,2007-06-23
10804,Fund 101,8,1,4,3,2016-08-12
10805,Fund 193,7,6,4,2,2016-06-28
10806,Fund 161,6,6,4,1,2000-12-25
10807,Fund 104,3,3,2,4,2010-03-17
10808,Fund 126,1,5,4,1,2020-07-14
10809,Fund 134,6,4,2,5,2010-12-22
10810,Fund 82,1,6,4,4,2006-08-13
10811,Fund 113,3,1,1,3,1992-07-20
10812,Fund 21,5,3,3,1,2003-06-04
10813,Fund 101,4,1,2,5,2006-12-25
10814,Fund 106,8,1,4,4,2021-12-03
10815,Fund 199,7,3,3,1,2016-07-19
10816,Fund 53,3,5,4,4,2005-12-09
10817,Fund 67,7,1,3,2,1993-11-09
10818,Fund 119,3,6,1,4,2013-01-05
10819,Fund 49,6,4,2,3,2018-01-14
10820,Fund 196,1,6,4,2,2007-07-21
10821,Fund 104,2,3,2,2,2012-08-06
10822,Fund 75,1,6,2,4,1995-01-27
10823,Fund 41,7,1,4,2,1995-03-16
10824,Fund 123,4,6,2,5,2022-12-15
10825,Fund 164,8,1,3,3,1990-12-22
10826,Fund 200,6,6,1,3,2011-06-15
10827,Fund 69,5,3,1,2,2016-05-19
10828,Fund 74,8,6,1,2,2007-06-05
10829,Fund 20,7,1,3,1,2007-06-19
10830,Fund 167,7,3,1,3,2020-09-04
10831,Fund 52,4,4,4,3,2005-07-11
10832,Fund 133,1,6,4,3,2016-11-17
10833,Fund 147,3,6,1,2,1999-05-02
10834,Fund 115,7,1,3,4,2001-01-27
10835,Fund 198,4,4,1,4,2003-08-17
10836,Fund 81,7,3,2,5,2022-11-06
10837,Fund 48,8,6,2,5,2012-03-01
10838,Fund 109,5,3,2,1,2015-02-10
10839,Fund 113,4,6,2,4,2012-12-20
10840,Fund 81,5,5,2,4,2002-03-07
10841,Fund 142,4,3,3,3,2012-06-09
10842,Fund 51,5,3,3,2,1998-01-24
10843,Fund 151,4,1,2,5,2012-08-01
10844,Fund 14,2,1,2,2,2017-02-27
10845,Fund 141,3,3,2,3,1996-02-02
10846,Fund 196,6,2,2,5,1999-04-16
10847,Fund 58,6,6,2,1,1994-04-10
10848,Fund 67,8,3,3,2,1994-10-24
10849,Fund 24,8,3,4,3,2000-05-02
10850,Fund 178,2,3,4,5,2002-02-13
10851,Fund 131,3,5,3,2,2013-12-13
10852,Fund 38,2,1,1,5,1993-08-26
10853,Fund 200,1,5,4,2,1998-05-05
10854,Fund 162,1,6,4,3,1992-11-13
10855,Fund 191,5,4,4,4,2011-01-18
10856,Fund 81,1,6,3,5,1993-12-12
10857,Fund 18,8,1,1,1,2009-07-28
10858,Fund 120,4,5,3,3,2002-04-14
10859,Fund 21,2,3,3,2,1996-01-06
10860,Fund 3,1,6,4,4,2009-04-11
10861,Fund 90,5,3,1,1,2018-09-28
10862,Fund 170,1,1,2,3,1990-09-18
10863,Fund 60,4,3,4,4,2011-07-01
10864,Fund 50,4,6,3,1,2016-01-17
10865,Fund 104,6,5,4,5,2021-01-24
10866,Fund 77,8,2,1,5,2001-08-05
10867,Fund 42,4,2,2,1,1999-04-19
10868,Fund 150,6,4,4,2,2019-11-21
10869,Fund 173,1,6,2,2,2005-12-17
10870,Fund 159,8,1,2,3,2015-10-11
10871,Fund 168,4,6,4,3,1991-09-22
10872,Fund 120,4,5,2,1,2017-09-18
10873,Fund 125,4,3,3,5,2019-12-02
10874,Fund 92,1,1,4,5,2015-01-26
10875,Fund 23,6,5,3,5,1991-07-25
10876,Fund 189,7,2,3,4,1993-05-09
10877,Fund 92,7,5,1,1,2015-02-27
10878,Fund 44,3,3,4,2,2000-03-20
10879,Fund 65,8,2,1,4,2000-05-24
10880,Fund 147,2,1,1,3,2007-07-17
10881,Fund 101,7,2,1,2,2012-09-24
10882,Fund 160,5,1,3,2,2010-02-09
10883,Fund 154,6,4,3,1,1997-02-28
10884,Fund 4,3,5,3,5,2018-02-03
10885,Fund 13,3,4,1,4,1990-10-08
10886,Fund 85,4,4,4,4,2021-08-23
10887,Fund 146,8,2,1,2,2017-10-01
10888,Fund 103,3,3,4,5,2004-08-27
10889,Fund 185,3,5,4,4,1995-06-12
10890,Fund 48,2,4,2,5,2003-04-13
10891,Fund 19,8,5,2,5,2015-01-18
10892,Fund 53,8,5,2,2,2005-06-16
10893,Fund 26,3,5,2,2,2007-05-18
10894,Fund 136,6,3,1,3,2016-04-14
10895,Fund 86,2,5,4,4,1992-02-13
10896,Fund 17,6,3,1,2,2001-04-02
10897,Fund 194,5,1,4,4,1993-09-21
10898,Fund 130,7,6,3,5,1992-09-25
10899,Fund 103,8,4,4,2,2000-10-23
10900,Fund 92,4,3,1,1,2021-04-25
10901,Fund 84,3,5,3,5,1996-07-27
10902,Fund 188,2,3,2,2,1997-12-27
10903,Fund 122,5,4,1,4,2021-07-22
10904,Fund 161,3,1,4,5,1994-10-10
10905,Fund 21,4,4,1,3,2007-07-18
10906,Fund 163,7,5,2,3,2011-01-09
10907,Fund 88,4,3,3,2,2022-06-16
10908,Fund 122,7,4,3,3,2012-08-01
10909,Fund 79,7,4,4,5,2004-07-23
10910,Fund 166,4,6,1,4,2013-03-01
10911,Fund 32,4,6,2,1,1997-09-09
10912,Fund 95,1,5,2,1,2000-09-26
10913,Fund 28,3,1,2,3,1996-06-20
10914,Fund 196,1,2,3,3,2018-02-28
10915,Fund 125,2,2,1,5,2002-09-28
10916,Fund 59,5,3,2,3,2014-08-05
10917,Fund 1,8,4,1,5,1993-06-24
10918,Fund 151,5,5,2,3,1995-09-15
10919,Fund 157,8,5,4,5,1996-10-18
10920,Fund 108,6,4,2,2,1999-12-22
10921,Fund 91,5,6,1,1,1993-08-08
10922,Fund 190,1,2,1,5,2022-04-28
10923,Fund 16,5,2,3,4,2019-07-03
10924,Fund 60,5,4,4,1,2010-03-06
10925,Fund 168,4,4,3,3,2009-11-12
10926,Fund 157,6,5,3,2,1993-12-20
10927,Fund 66,6,4,4,1,2011-12-07
10928,Fund 143,5,2,2,1,2011-09-16
10929,Fund 152,1,1,4,1,2022-11-25
10930,Fund 145,8,2,2,1,2008-07-20
10931,Fund 13,7,6,1,1,1992-05-07
10932,Fund 21,1,5,3,3,2013-07-23
10933,Fund 165,4,4,1,5,1990-08-17
10934,Fund 82,6,6,2,1,2015-06-04
10935,Fund 34,6,4,4,5,1997-08-09
10936,Fund 78,1,1,1,4,2013-02-06
10937,Fund 161,5,4,1,2,2003-12-12
10938,Fund 142,6,6,3,5,2020-12-26
10939,Fund 125,1,3,2,3,2021-07-23
10940,Fund 58,1,5,4,5,1997-01-03
10941,Fund 164,5,3,1,4,2020-01-25
10942,Fund 35,3,6,2,3,2009-02-07
10943,Fund 164,8,5,4,5,2000-01-12
10944,Fund 173,5,5,2,4,2015-03-13
10945,Fund 24,3,4,2,1,2001-02-01
10946,Fund 25,1,2,1,1,2018-07-08
10947,Fund 162,1,2,4,1,2020-10-12
10948,Fund 44,6,4,3,1,1999-08-23
10949,Fund 76,3,3,2,4,2003-06-05
10950,Fund 30,7,6,3,1,2017-03-08
10951,Fund 82,3,5,1,1,1991-07-12
10952,Fund 146,3,5,2,3,2003-04-20
10953,Fund 118,7,6,2,3,2011-07-14
10954,Fund 35,3,6,3,3,2012-06-16
10955,Fund 95,2,3,3,4,1999-12-03
10956,Fund 193,5,6,4,2,2002-10-08
10957,Fund 130,7,6,3,1,1990-11-22
10958,Fund 136,4,3,4,3,1992-10-07
10959,Fund 112,2,1,2,4,2010-09-22
10960,Fund 62,7,1,1,2,1995-10-18
10961,Fund 23,2,1,1,5,2004-12-12
10962,Fund 185,7,4,4,3,1990-08-22
10963,Fund 69,8,5,2,5,2001-07-04
10964,Fund 165,5,3,1,5,2017-10-22
10965,Fund 138,1,4,4,5,2010-05-06
10966,Fund 136,2,4,3,5,1998-06-14
10967,Fund 32,4,3,3,3,2004-01-11
10968,Fund 126,1,4,4,1,1992-09-09
10969,Fund 12,5,4,4,3,2009-10-23
10970,Fund 153,5,2,3,2,1995-01-02
10971,Fund 1,8,2,3,3,2005-12-14
10972,Fund 35,7,1,4,2,1992-05-19
10973,Fund 37,7,4,1,3,2002-12-01
10974,Fund 158,7,5,4,2,2007-08-23
10975,Fund 78,6,4,2,5,1990-12-05
10976,Fund 98,3,5,2,4,2013-02-24
10977,Fund 72,1,4,3,1,2003-02-10
10978,Fund 51,8,4,2,1,2010-08-08
10979,Fund 190,4,4,3,1,2016-02-10
10980,Fund 63,2,2,2,4,1990-11-03
10981,Fund 138,1,5,3,4,2000-08-01
10982,Fund 10,6,1,2,4,2017-06-03
10983,Fund 192,2,6,1,5,1993-07-22
10984,Fund 169,1,1,2,2,2014-10-09
10985,Fund 183,7,2,3,5,2011-07-21
10986,Fund 79,7,3,3,4,2022-06-12
10987,Fund 40,4,5,1,1,1990-04-24
10988,Fund 45,8,1,3,5,2004-04-03
10989,Fund 33,7,3,4,5,2007-03-05
10990,Fund 195,1,4,2,4,1991-01-09
10991,Fund 69,6,4,4,1,2008-05-10
10992,Fund 195,2,4,1,3,1991-02-02
10993,Fund 47,5,5,4,2,1991-10-25
10994,Fund 111,1,3,2,2,1995-10-06
10995,Fund 75,7,6,1,2,2004-02-07
10996,Fund 107,3,4,2,5,2010-02-13
10997,Fund 135,5,6,3,2,2014-10-16
10998,Fund 135,5,3,2,3,2005-04-26
10999,Fund 18,4,5,4,4,1997-12-17
11000,Fund 166,2,5,4,4,1990-04-14
11001,Fund 125,6,5,2,2,1997-09-07
11002,Fund 72,4,3,4,1,1993-03-07
11003,Fund 123,6,4,2,2,1999-03-05
11004,Fund 191,2,5,3,2,1992-12-24
11005,Fund 183,6,4,2,5,1990-12-13
11006,Fund 131,3,2,3,3,1994-04-19
11007,Fund 131,8,3,1,3,2015-10-12
11008,Fund 2,6,6,1,1,1992-08-26
11009,Fund 74,2,5,3,2,1991-04-15
11010,Fund 124,6,4,4,5,2012-06-20
11011,Fund 162,2,1,1,3,2021-12-13
11012,Fund 45,5,5,2,3,2009-01-28
11013,Fund 155,1,1,4,1,2020-05-12
11014,Fund 139,4,1,4,4,2015-11-10
11015,Fund 196,3,5,3,4,1996-07-05
11016,Fund 108,2,2,4,3,2020-11-05
